RE15880	15.0	2L	4942747	4944303	+
LD05344	17.0	2L	4944253	4945337	-
LD03394	18	2L	4970132	4971453	-
RE72348	18.0	2L	4970136	4971366	-
IP19992	17.0	2L	4974024	4975316	+
FI07655	16.0	2L	4975297	4976989	-
RE68138	19.0	2L	4977340	4978568	+
LD14068	28	2L	4993640	5006531	-
RE52596	28	2L	5009928	5010825	-
RE68619	22.0	2L	5016721	5017413	+
GM04010	22	2L	5029670	5031205	+
HL01428	22	2L	5036071	5036930	-
GH26238	27	2L	5038052	5040819	+
AT09933	29	2L	5039438	5040295	+
LD34388	23.0	2L	5040646	5043116	-
GH07105	23.0	2L	5043319	5048367	+
RE07468	27	2L	5058401	5059816	-
SD06355	22	2L	5060831	5070752	+
GH09280	22.0	2L	5064402	5070752	+
GH23657	27.0	2L	5072169	5072989	+
RE73673	19	2L	5094020	5095441	+
GH16729	18	2L	5096226	5098613	+
SD10272	18.0	2L	5146385	5158265	+
GH02446	16.0	2L	5170069	5170727	+
GH18470	16.0	2L	5203113	5203675	+
GH25238	14.0	2L	5218997	5237341	-
LD21844	10	2L	5271725	5278530	-
GH14865	14	2L	5330467	5332580	-
IP01538	17	2L	5404305	5415930	+
LP04777	20	2L	5461652	5466831	+
GM02967	22	2L	5520271	5521384	+
AT14778	18.0	2L	5524138	5525810	+
GH22740	19	2L	5530617	5532188	-
LD23644	42	2L	5539496	5542269	-
LD38055	22	2L	5542571	5546644	+
LP11234	20.0	2L	5547202	5549616	+
RE73577	10	2L	5549706	5550835	-
RE27895	9	2L	5555073	5558996	+
IP11357	9	2L	5620621	5713650	+
RE70771	9	2L	5623087	5623760	-
FI06437	9.0	2L	5678676	5679224	+
FI01434	6.0	2L	5718118	5720896	-
AT07567	18.0	2L	5727218	5728762	-
RH61964	18.0	2L	5733668	5741244	-
LD21134	22.0	2L	5770485	5800095	-
GH01721	42.0	2L	5859767	5879481	-
IP02736	42	2L	5892347	5892842	-
IP02733	42	2L	5892391	5892842	-
IP02742	62	2L	5959697	5960318	-
LD15458	42	2L	5986378	5988855	+
LD40310	38.0	2L	5990439	5999483	-
LD41184	44	2L	6007502	6011179	-
RE37758	39.0	2L	6018908	6019398	-
GH27263	38.0	2L	6025867	6034423	-
LD28822	35.0	2L	6034794	6036896	-
LD32258	30.0	2L	6038160	6041284	+
GM01721	30	2L	6044976	6045941	-
GH14384	40.0	2L	6046652	6047894	-
LD39815	34.0	2L	6050828	6053484	+
GM14163	34	2L	6060839	6062698	-
RE41391	36.0	2L	6069102	6069836	+
LD32311	32.0	2L	6091430	6096500	+
GH07831	29	2L	6096697	6097360	+
RE30702	24.0	2L	6151970	6152688	+
RE13669	15.0	2L	6263555	6264487	-
LD46590	7.0	2L	6338855	6346279	+
GH28443	7.0	2L	6343725	6346279	+
RE27077	8.0	2L	6367883	6370191	+
FI03602	7.0	2L	6412314	6415336	+
RE28982	8.0	2L	6415263	6415905	+
FI01419	9	2L	6445067	6448016	-
RE34879	9.0	2L	6445069	6445925	+
LD17340	11	2L	6456293	6459010	+
LD24639	10	2L	6468588	6473889	-
LD29847	26.0	2L	6477535	6480435	-
LD29885	18.0	2L	6489113	6490195	+
FI02869	22	2L	6490155	6490828	-
LP11564	10	2L	6491121	6496990	+
GH05272	15.0	2L	6527450	6546940	-
RH49324	65.0	2L	6557801	6559151	+
LP06762	16	2L	6560128	6561609	-
IP10422	16	2L	6617131	6621700	-
RE32029	17	2L	6625135	6632404	-
LD34475	19.0	2L	6658543	6662035	+
LD47924	20.0	2L	6663964	6674742	+
HL01018	20.0	2L	6666914	6668010	-
LD24467	20.0	2L	6671783	6673319	-
FI01553	18	2L	6677832	6684357	-
AT06841	18.0	2L	6684840	6686702	-
GH27479	20	2L	6689623	6709058	-
GH19447	20	2L	6711283	6716166	-
RE30678	21	2L	6717626	6719389	+
LD03829	21.0	2L	6720394	6723338	-
IP22010	21	2L	6769834	6770949	-
LD02379	24	2L	6778823	6779386	+
GH13134	15	2L	6789767	6796770	-
GH12548	10	2L	6803034	6804373	+
AT07410	10.0	2L	6804616	6805792	-
RH40132	13	2L	6835342	6835975	-
GH14043	22.0	2L	6852340	6853868	+
LP02791	12.0	2L	6860919	6870373	-
RH63339	12.0	2L	6896831	6897713	+
LD27552	16.0	2L	6911340	6914084	-
LD46359	23.0	2L	6914379	6920173	-
LD32943	24	2L	6916750	6918721	-
GH03927	6	2L	6945461	6948778	-
RT09244	6	2L	6954553	6956950	-
LD32660	6	2L	6957058	6959105	+
RE16905	8	2L	6961516	6962237	+
GM14838	8	2L	6964464	6965813	+
RE35772	18.0	2L	6969823	6970475	+
LD46049	17	2L	6969823	6971724	-
LD26552	18	2L	7018084	7023709	-
LD34154	17.0	2L	7027593	7028955	+
LD33316	13.0	2L	7050225	7054849	+
RH40211	12	2L	7069533	7084634	-
FI06402	16	2L	7099690	7156701	-
RE18107	16.0	2L	7132392	7133054	+
IP17639	17	2L	7182285	7185530	+
LD43863	16.0	2L	7190428	7194408	-
LD39243	17.0	2L	7194906	7204238	-
GH13387	19.0	2L	7205252	7206114	+
RE37786	18	2L	7222790	7223079	-
HL01706	17	2L	7226830	7240229	-
FI03360	9.0	2L	7255845	7277167	-
IP04594	9.0	2L	7257511	7258199	+
RE26454	10	2L	7276508	7277167	-
RE02607	8	2L	7307165	7309492	+
GH10824	19	2L	7377717	7379086	+
LD15196	20.0	2L	7384484	7388220	-
RE23556	19.0	2L	7390985	7398403	-
LD21828	19	2L	7402928	7404527	+
LD18740	18.0	2L	7405249	7408477	+
LP02603	22	2L	7410934	7412231	+
LD08703	24	2L	7421890	7422389	-
RE26342	26	2L	7431303	7433514	-
HL01515	23.0	2L	7440019	7445271	+
GH23019	22.0	2L	7445347	7447567	-
RE43931	20.0	2L	7466549	7472495	+
IP02631	20.0	2L	7496788	7497356	-
GM01042	20.0	2L	7499444	7500126	-
RE58902	14.0	2L	7608389	7613939	+
IP16352	12.0	2L	7685667	7689455	+
LP21640	12	2L	7691107	7692676	-
GH01829	13.0	2L	7693809	7701585	-
GH05679	13	2L	7702838	7710691	+
MIP06632	19.0	2L	7775801	7778003	-
RE37904	19.0	2L	7777447	7778027	-
FI07606	19	2L	7780112	7781417	+
LD22651	20.0	2L	7782883	7786063	+
GH11618	19.0	2L	7786157	7790541	-
GH01148	20	2L	7802413	7810414	-
LD21794	18	2L	7821559	7825352	+
LD26077	38.0	2L	7827742	7832126	+
RE71854	11.0	2L	7857955	7860833	-
RH15319	11.0	2L	7864639	7871455	-
RE22741	11.0	2L	7873492	7879550	-
IP17640	19.0	2L	7885597	7886111	+
IP12508	15	2L	7887692	7889129	-
GH28569	16	2L	7893432	7894189	+
GH07959	17.0	2L	7994835	7997685	-
GH18422	30.0	2L	7998975	7999745	+
RE08173	15.0	2L	8011406	8026900	+
RH07382	15.0	2L	8015149	8018751	-
RH25742	15	2L	8015202	8018751	-
LD41760	16.0	2L	8030746	8038500	+
LD05560	18	2L	8108420	8108935	-
LD30939	10.0	2L	8117290	8123948	-
LD29807	9.0	2L	8127023	8133991	+
LD21041	10.0	2L	8138384	8138932	-
RE27850	10.0	2L	8148949	8155603	+
LD29542	11	2L	8159860	8161801	+
IP02950	18.0	2L	8161793	8162389	-
LD05120	10	2L	8183469	8185278	+
LD18607	13.0	2L	8197253	8198815	+
LD10408	38	2L	8209624	8211135	-
IP02710	79	2L	8211374	8211939	+
RE70243	22.0	2L	8214304	8215240	+
LD22082	14	2L	8218068	8220713	-
IP21982	14.0	2L	8240423	8241771	-
LD16208	10	2L	8260069	8301034	-
RE17878	13	2L	8271934	8277695	-
GH09240	13.0	2L	8301342	8302970	-
RH11377	10.0	2L	8303436	8305378	+
LD44821	8	2L	8316887	8319894	-
RE73208	9.0	2L	8327457	8332913	+
GH17475	9.0	2L	8346640	8350198	+
SD12355	23	2L	8364866	8365665	+
GH01208	13	2L	8372083	8374252	+
GH09638	15	2L	8374480	8375551	+
GM03058	12.0	2L	8381096	8381670	-
IP02113	10	2L	8392453	8393222	-
IP02118	10.0	2L	8393486	8394280	-
GH01059	8.0	2L	8405385	8406143	+
SD07884	8.0	2L	8436747	8437341	-
RE06926	17.0	2L	8437410	8437998	+
GM02347	12.0	2L	8450955	8463975	-
RE69756	12	2L	8465886	8466529	-
LP16090	11	2L	8478704	8488673	+
RH67853	11	2L	8491865	8506842	-
LD03534	18	2L	8516750	8517327	-
LD28328	12	2L	8522127	8524886	+
LP07538	12.0	2L	8535796	8537934	+
RE36155	3	2L	8646829	8647390	-
SD01663	9	2L	8672048	8676805	+
RH62806	13.0	2L	8684815	8685953	-
RE09535	7	2L	8687223	8709038	-
SD03311	9	2L	8724495	8725074	-
RE28991	7.0	2L	8767980	8768708	-
GH02475	7	2L	8772954	8776239	-
RE08556	7	2L	8777660	8778311	+
LD44245	8	2L	8826481	8829672	+
IP10110	6.0	2L	8863810	8864848	+
LP15408	6.0	2L	8864863	8865693	+
RE39366	4	2L	8933963	8936098	+
SD07650	5	2L	8942418	8943229	-
LD20186	11	2L	8943453	8951200	-
RE59303	8.0	2L	8953481	8954135	+
RE29544	3.0	2L	8967536	8968182	+
IP10074	3.0	2L	8991988	8993634	+
SD08021	5	2L	8995542	8997337	-
IP21379	2	2L	8998622	8999469	+
RH43693	3	2L	9002507	9003098	-
LP01634	4.0	2L	9010614	9011360	+
RE57454	4	2L	9012192	9014151	+
AT13107	4.0	2L	9012882	9014070	-
FI08403	4.0	2L	9077120	9077988	+
GH13229	2.0	2L	9125750	9163718	+
RE11317	2	2L	9151200	9163723	+
MIP05945	1	2L	9166773	9242160	+
LD36125	4.0	2L	9251469	9253063	-
AT13609	5.0	2L	9327743	9330069	+
FI02126	6	2L	9337814	9341925	+
GH22814	7	2L	9387636	9391569	+
LD16996	6.0	2L	9428769	9431029	-
LD22446	5	2L	9431464	9435343	+
LD25907	12.0	2L	9462266	9463124	-
LD46767	12	2L	9491933	9494774	-
GM07803	11	2L	9519981	9520696	-
GH05993	8.0	2L	9549013	9549647	+
LD21447	7.0	2L	9571511	9572389	+
IP01423	7	2L	9608647	9612708	+
RE24425	28	2L	9613416	9615975	+
LD15094	10.0	2L	9653364	9654324	+
RE51843	20.0	2L	9699839	9700461	+
LD27336	14.0	2L	9708919	9711269	-
LD23102	19	2L	9758337	9762376	+
LP03430	21	2L	9762497	9763216	-
GH03119	21	2L	9763491	9765340	+
RH39904	17	2L	9767058	9768729	+
RE71127	20	2L	9769741	9770410	-
RE59362	19	2L	9787293	9787956	+
HL02309	18	2L	9788885	9790622	-
GH01410	20	2L	9815098	9825651	+
LD47530	26.0	2L	9888108	9890120	+
LP20791	23	2L	9903378	9908605	-
GH19095	23	2L	9905874	9907203	+
GH01406	22.0	2L	9908827	9912567	-
HL08109	30	2L	9915276	9917221	+
LD05267	61	2L	9917218	9918165	-
LD45607	20	2L	9938889	9940846	+
SD06390	20	2L	9943010	9947377	-
RE01590	18	2L	9952426	9954143	-
RE10231	18.0	2L	9957286	9960170	+
LD32366	18	2L	9960447	9963732	-
FI03642	18	2L	9964277	9967214	-
LD45157	17.0	2L	9984664	9995540	+
FI08435	17	2L	9995559	9996572	-
GH02976	17.0	2L	10032706	10038956	+
IP07646	13.0	2L	10101154	10125738	+
LP05330	5	2L	10146858	10155511	+
IP10748	5	2L	10172701	10174092	+
SD08664	5	2L	10186022	10187007	-
RH04903	166.0	2L	10201102	10202146	+
LD45253	18	2L	10202517	10204284	-
RE48269	11	2L	10211182	10213723	+
RE23081	13.0	2L	10221352	10222030	+
RH68195	11	2L	10222658	10224439	+
LD11652	19	2L	10224653	10226762	-
LD01705	17	2L	10232535	10234452	+
HL02677	26	2L	10247499	10250378	-
LP04865	14.0	2L	10259507	10261017	-
RE39606	22	2L	10262641	10263566	-
RH73910	51	2L	10264131	10265112	+
RE65609	52	2L	10264147	10265114	+
AT10584	13	2L	10270091	10271464	+
IP21193	12.0	2L	10278948	10280846	-
RE64280	14	2L	10295865	10296560	+
GH08677	16	2L	10302590	10303911	-
FI06461	13.0	2L	10304066	10306594	-
LD30683	23.0	2L	10306904	10308046	+
FI06463	23	2L	10311047	10312058	-
RE02878	14	2L	10314794	10315713	+
RE40670	13	2L	10317496	10318149	+
RE58177	16	2L	10325025	10325642	+
LD33876	19.0	2L	10331491	10333131	+
GH03570	19.0	2L	10337249	10338441	-
IP17602	14	2L	10347848	10352091	-
GH10833	17.0	2L	10356783	10357877	+
LD16810	17	2L	10363038	10364047	+
LD38718	21	2L	10384736	10386213	-
LD35371	19	2L	10386663	10387526	+
FI13819	17	2L	10388128	10392729	+
FI07244	24.0	2L	10403198	10405168	-
GM13959	56	2L	10408379	10409606	+
LP07359	18	2L	10410534	10413439	-
LD41958	21.0	2L	10423340	10425484	+
LD06574	33	2L	10426866	10428011	+
RE32166	25.0	2L	10429918	10430914	-
RE29729	40.0	2L	10431344	10432926	+
RE01069	22	2L	10437555	10439240	+
GH02419	19.0	2L	10457670	10462474	+
RE74001	18.0	2L	10483298	10484112	+
LD35507	17	2L	10485535	10488568	-
SD01662	17	2L	10491813	10506758	-
GH26345	20.0	2L	10507134	10507920	+
SD05207	17	2L	10511251	10517196	-
RE12242	17.0	2L	10529417	10531561	+
RE22018	17.0	2L	10544882	10627376	+
MIP04089	20.0	2L	10567347	10568013	+
IP17804	22.0	2L	10580963	10581661	-
IP16901	22.0	2L	10580971	10581661	-
LD21171	16	2L	10595021	10595660	-
GH11711	18	2L	10639945	10643494	+
RE24765	20	2L	10662090	10671489	+
LD16579	22.0	2L	10677379	10679509	+
RE24635	22.0	2L	10683766	10684406	-
RH68528	25	2L	10686388	10686985	-
GH26358	25	2L	10695208	10696063	+
RE54405	25.0	2L	10699514	10701458	-
GH04419	25	2L	10703636	10704365	+
AT30334	23.0	2L	10730262	10731358	+
LD18761	28.0	2L	10733292	10736036	-
LD46233	24	2L	10737346	10740763	+
RE14405	20.0	2L	10745116	10756316	-
GH10711	22.0	2L	10761156	10764972	+
RE74673	28.0	2L	10765562	10768006	-
GM29372	25	2L	10768231	10769964	-
RE15336	25.0	2L	10804270	10837510	-
MIP04751	26.0	2L	10843016	10844348	-
GH11331	51	2L	10847422	10850807	-
RE12806	34	2L	10852511	10854604	+
LD14687	36	2L	10854432	10856633	-
LD39409	39	2L	10856794	10858051	-
LD02639	33	2L	10858535	10862008	+
AT01533	13.0	2L	10965137	10970275	-
RE20862	37.5	2L	10975778	10976392	-
GM05853	15.0	2L	10985632	10987372	-
RE74350	76.0	2L	11002837	11004189	-
LD08534	39	2L	11011334	11012137	+
FI08510	15.0	2L	11015641	11016573	+
RH36507	17	2L	11076162	11081397	-
LD32717	20	2L	11098265	11098984	-
FI03653	20	2L	11115632	11120291	-
AT10515	19	2L	11120640	11121683	-
RE36848	18	2L	11122571	11123792	-
RE48339	17	2L	11136394	11138565	+
IP02048	17.0	2L	11171226	11171638	-
RE25924	18	2L	11260150	11260863	-
LD08638	14.0	2L	11282123	11284337	+
IP12205	24	2L	11342333	11343238	-
AT11192	22.0	2L	11365304	11366938	+
AT17006	22	2L	11365315	11366612	+
LD17463	33.0	2L	11434836	11435324	+
RE40068	35	2L	11486188	11486949	+
LP04141	27	2L	11496801	11498914	-
GH07269	22	2L	11523301	11528190	-
RH07382	21.0	2L	11563754	11567356	+
RH25742	21	2L	11563754	11567303	+
IP07019	7.0	2L	11788493	11789477	+
RE59904	7.0	2L	11792409	11794083	-
RE44946	8.0	2L	11792411	11793055	+
GH27971	7	2L	11794324	11803529	-
LP02106	5	2L	11797180	11797741	-
RE69157	6	2L	11815984	11816659	+
RT03116	8	2L	11837728	11837881	+
IP03664	8	2L	11840711	11841000	+
GH09228	8.0	2L	11843160	11844014	+
LD05365	11	2L	11988732	11989861	-
AT13028	16	2L	11989963	11990836	+
SD02661	11	2L	11990926	11991581	+
SD11903	11	2L	11990941	11992850	+
GH07085	18.0	2L	12001231	12002259	-
RE66761	10.0	2L	12035998	12036652	+
RE67845	11	2L	12040003	12040682	-
FI01124	11.0	2L	12046854	12048918	-
SD03430	12.0	2L	12048346	12048918	-
RH01011	11.0	2L	12051463	12052049	-
IP17005	13.0	2L	12057392	12058252	+
GH22686	13.0	2L	12082992	12085378	-
RH04488	20	2L	12093796	12095251	+
GH20022	16	2L	12103793	12105010	+
GH09086	20.0	2L	12107286	12109124	-
IP09733	15	2L	12111133	12111996	+
IP02076	15	2L	12130514	12133367	-
IP13286	10	2L	12164240	12166723	+
FI02852	19.0	2L	12172983	12174091	+
RE65321	18	2L	12172983	12173694	+
FI10950	12.0	2L	12175448	12177886	-
FI19388	4	2L	12205874	12312793	+
LD29068	4	2L	12270951	12311106	+
RE72594	4.0	2L	12287224	12287808	+
LD19052	3.0	2L	12348149	12397529	+
RE18101	4	2L	12403269	12403908	+
RE36920	14.0	2L	12426899	12427663	-
LD33880	3.0	2L	12428047	12430023	+
AT11334	3.0	2L	12429825	12431351	-
LD32469	65	2L	12431875	12433976	-
RE07731	5.0	2L	12434878	12440604	+
RE09129	3.0	2L	12448485	12452049	+
GH13775	12.0	2L	12457131	12461237	-
GH14785	12	2L	12507954	12508505	+
FI06768	7.0	2L	12610514	12611476	-
RE34782	8.0	2L	12618783	12628137	+
RE49429	7.0	2L	12678605	12684693	+
RE61939	9.0	2L	12690337	12692937	-
RE26232	5.0	2L	12698914	12700640	-
GH25425	5.0	2L	12707710	12708682	+
FI06150	4	2L	12760343	12761840	-
RE30552	17.0	2L	12977875	12978607	-
AT09773	14.0	2L	12978819	12981289	+
GH21132	5.0	2L	13000768	13004082	-
LD10135	8	2L	13019571	13021298	-
LP08967	5	2L	13160526	13163155	+
SD07336	5	2L	13172329	13172932	-
GH19029	10	2L	13179244	13183497	+
LD28380	7.0	2L	13197099	13203269	-
FI16524	7.0	2L	13210770	13211814	-
RE02793	6	2L	13219332	13219923	-
FI07225	7	2L	13221394	13222299	-
IP09930	6.0	2L	13229641	13230721	+
GH15921	7.0	2L	13246259	13250191	+
IP09891	6	2L	13257533	13258338	+
MIP09443	6.0	2L	13266877	13284045	+
LD05963	6	2L	13286812	13289557	+
LD22119	6.0	2L	13290006	13301518	+
MIP04746	6.0	2L	13293008	13293416	+
IP22165	5.0	2L	13349821	13355073	-
AT12494	12	2L	13370284	13371083	-
FI12401	6	2L	13371424	13373745	-
LD05321	5	2L	13374204	13376167	+
SD08104	6.0	2L	13377916	13378512	-
RE14437	9	2L	13382655	13385672	+
SD11456	6.0	2L	13385846	13387290	-
